term_36m,term_60m,grade_n,sub_grade_n,revol_util_n,int_rate_n,installment_n,tot_hi_cred_lim_n,emp_length_n,dti_n,avg_cur_bal_n,all_util_n,acc_open_past_24mths_n,annual_inc_n,loan_amnt_n,cover,Outcome
0.0,1.0,0.6666666666666666,0.6176470588235294,0.7220801364023871,0.3572263342423062,0.5727166641790032,0.05226005868783989,1.0,0.4979774324036619,0.06559096917686061,0.6614173228346457,0.030303030303030304,0.009926656394453004,0.9282051282051282,0.0009899039866612459,0.0
1.0,0.0,0.5,0.4411764705882353,0.6513213981244672,0.48850798597584727,0.45149734724615664,0.03241153731787095,0.7,0.7868852459016392,0.03484476524196199,0.7874015748031497,0.06060606060606061,0.004930662557781202,0.46923076923076923,0.0011776093735022073,0.0
1.0,0.0,0.5,0.5588235294117647,0.35720375106564367,0.3930658356057655,0.22090451443070952,0.13394919168591224,0.05,0.7692143921652118,0.06704574861691041,0.5433070866141733,0.2727272727272727,0.004622496147919877,0.23653846153846153,0.0030339252719887304,0.0
1.0,0.0,0.6666666666666666,0.6764705882352942,0.7621483375959079,0.28710557070510323,0.16109882356133903,0.0109189872948312,0.3,0.37598467106663824,0.018835197269490896,0.7874015748031497,0.06060606060606061,0.004930662557781202,0.1794871794871795,0.004464830927814325,1.0
1.0,0.0,0.8333333333333334,0.7941176470588235,0.030690537084398978,0.17257499026100506,0.16061712145677573,0.028007545775622367,1.0,0.5324675324675323,0.014428894157801605,0.3464566929133858,0.15151515151515152,0.0040832049306625574,0.18782051282051282,0.003539123772796443,0.0
1.0,0.0,0.8333333333333334,0.7941176470588235,0.4560954816709292,0.20140241527074407,0.10029580579942197,0.2078467001652956,1.0,0.17010857994464548,0.16579589724221377,0.6929133858267716,0.21212121212121213,0.007704160246533128,0.11538461538461539,0.010516779218645928,0.0
1.0,0.0,0.6666666666666666,0.5882352941176471,0.4697357203751066,0.4168289832489287,0.4562126002415296,0.04577253208568452,0.7,0.29337875239514577,0.015205242801289718,0.4566929133858268,0.2727272727272727,0.014730354391371341,0.48717948717948717,0.004496913545259698,0.0
1.0,0.0,0.6666666666666666,0.6470588235294118,0.1278772378516624,0.31203739774055317,0.02496709499708265,0.0043607276303256675,0.0,0.10474771130508834,0.0013148968015834716,0.7874015748031497,0.12121212121212122,0.003932203389830509,0.02564102564102564,0.017843282402534615,0.0
1.0,0.0,1.0,0.9705882352941176,0.3188405797101449,0.03583950136345929,0.1861676866086815,0.06002009368353753,0.5,0.10048967426016604,0.1297551354413647,0.7874015748031497,0.0,0.00438828967642527,0.23076923076923078,0.002965503272533922,0.0
1.0,0.0,0.3333333333333333,0.38235294117647056,0.5822676896845694,0.7230229840280483,0.2500983757819179,0.06938226687790443,1.0,0.5288482009793485,0.05626079719115662,0.9133858267716536,0.36363636363636365,0.014946070878274268,0.2358974358974359,0.0100688044652495,0.0
0.0,1.0,0.5,0.5294117647058824,0.46121057118499575,0.49357226334242305,0.4337625683542072,0.04174006080296447,0.1,0.22290823930168188,0.022695958091161515,0.49606299212598426,0.06060606060606061,0.015408320493066256,0.6512820512820513,0.0033062919645092136,0.0
1.0,0.0,0.3333333333333333,0.4117647058823529,0.7834612105711851,0.5714842228282041,0.3849206887661642,0.1418067421656266,1.0,0.5665318288269107,0.18269371996894607,0.6220472440944882,0.0,0.004930662557781202,0.3871794871794872,0.0016401656962108826,1.0
1.0,0.0,0.5,0.47058823529411764,0.6436487638533674,0.47721075185040907,0.3295181622047031,0.013047846452942942,0.9,0.306791569086651,0.010917839932296803,0.7874015748031497,0.06060606060606061,0.004622496147919877,0.34294871794871795,0.0018261518842999974,0.0
0.0,1.0,0.6666666666666666,0.6176470588235294,0.8439897698209718,0.33774834437086093,0.4525218122854391,0.12771026089512347,1.0,0.6695763253140301,0.14689775278541303,0.7874015748031497,0.06060606060606061,0.007704160246533128,0.7435897435897436,0.000989214037898982,0.0
1.0,0.0,0.5,0.5588235294117647,0.4390451832907076,0.4585118815738216,0.22122338765485708,0.007966053623902007,0.1,0.5184160102192888,0.012302678053113438,0.4015748031496063,0.030303030303030304,0.0003081664098613251,0.23076923076923078,0.00013367757268905163,1.0
1.0,0.0,1.0,0.8823529411764706,0.26427962489343565,0.1223217763926763,0.3001004111429231,0.1099274196372836,1.0,0.5624866936342345,0.1443518887653259,0.3858267716535433,0.0,0.004160246533127889,0.358974358974359,0.0014882769759381118,0.0
1.0,0.0,0.8333333333333334,0.7352941176470589,0.5370843989769821,0.2419166342033502,0.7624123098633595,0.14824688448329498,0.4,0.45156482861400893,0.11603964273974136,0.7874015748031497,0.21212121212121213,0.02465331278890601,0.8717948717948718,0.004044701413648737,0.0
1.0,0.0,0.3333333333333333,0.38235294117647056,0.8090366581415176,0.5422672380210362,0.19861052688711886,0.00935599263552077,0.2,0.6076218863104108,0.018317631507165488,0.7874015748031497,0.09090909090909091,0.0018489984591679508,0.2,0.0015239243286551889,0.0
1.0,0.0,0.6666666666666666,0.6470588235294118,0.5396419437340153,0.32528243085313596,0.3921530048712974,0.18316086140508825,0.1,0.6223121141153928,0.0991488141449324,0.5511811023622047,0.18181818181818182,0.0061633281972265025,0.43333333333333335,0.0018375812031211152,1.0
1.0,0.0,0.8333333333333334,0.8235294117647058,0.11423699914748509,0.14998052201012854,0.15206182069826454,0.029543758013266225,0.6,0.44368746008090265,0.020793554208019472,0.7874015748031497,0.18181818181818182,0.005238828967642527,0.1794871794871795,0.004732186073192428,0.0
1.0,0.0,0.6666666666666666,0.6470588235294118,0.5882352941176471,0.31203739774055317,0.20871270200957978,0.10065726809684798,1.0,0.3740685543964232,0.07488617050294803,0.7874015748031497,0.06060606060606061,0.009553158705701078,0.23076923076923078,0.00655020106176353,0.0
1.0,0.0,0.6666666666666666,0.7058823529411765,0.8346121057118501,0.2843786521231009,0.6156356432419231,0.06150686145041235,0.3,0.17457951884181389,0.11103883841457017,0.7559055118110236,0.09090909090909091,0.040061633281972264,0.6923076923076923,0.009162642768029567,0.0
1.0,0.0,0.8333333333333334,0.7941176470588235,0.48167092924126176,0.1819244253992988,0.5081889357775758,0.041788818544972836,0.05,0.45475835639770057,0.04968631318323926,0.7874015748031497,0.030303030303030304,0.006933744221879815,0.5942307692307692,0.001283387641500117,1.0
1.0,0.0,0.6666666666666666,0.6764705882352942,0.4688832054560955,0.28710557070510323,0.2521337367871148,0.024725669028326874,0.2,0.22823078560783475,0.01936675129566294,0.7874015748031497,0.21212121212121213,0.01848998459167951,0.28205128205128205,0.010435762507925266,0.0
1.0,0.0,0.6666666666666666,0.5882352941176471,0.4484228473998295,0.4000779119594858,0.26361317285642566,0.014568263929091135,1.0,0.20502448371300824,0.01155430593731859,0.5039370078740157,0.15151515151515152,0.007704160246533128,0.28205128205128205,0.004197475782436222,1.0
1.0,0.0,0.8333333333333334,0.7647058823529411,0.13128729752770674,0.23841059602649006,0.5339566061033693,0.088992493367917,0.2,0.5026612731530764,0.023304447568490035,0.2047244094488189,0.09090909090909091,0.01078582434514638,0.610897435897436,0.0022966426239574593,1.0
0.0,1.0,0.5,0.4411764705882353,0.17050298380221654,0.6299181924425399,0.44258246604339396,0.25419265076614894,0.9,0.2716627634660421,0.1603264860781804,0.2755905511811024,0.12121212121212122,0.008576271186440679,0.6153846153846154,0.0016590990901583576,0.0
1.0,0.0,0.6666666666666666,0.5882352941176471,0.27450980392156865,0.3634592910011687,0.3534743612358712,0.1066606509227231,0.1,0.23866297636789435,0.049189729816683805,0.7874015748031497,0.3333333333333333,0.023291217257318954,0.38461538461538464,0.009622111682157937,0.0
1.0,0.0,1.0,0.8823529411764706,0.5916453537936914,0.10011686793922865,0.2974205191527471,0.028808271510576654,1.0,0.4637002341920374,0.02954321324408821,0.5275590551181102,0.030303030303030304,0.006573959938366718,0.358974358974359,0.0026051085365642384,0.0
0.0,1.0,0.5,0.47058823529411764,0.02557544757033248,0.47721075185040907,0.16680461891257448,0.05727592555585543,0.3,0.6240153289333616,0.03605475006469572,0.7874015748031497,0.18181818181818182,0.003852080123266564,0.2564102564102564,0.002253074725140923,0.0
0.0,1.0,0.5,0.5588235294117647,0.24893435635123615,0.4546162835995325,0.5690530143696487,0.39056668170602654,1.0,0.19203747072599528,0.2780027556879778,0.2992125984251969,0.12121212121212122,0.02234206471494607,0.8717948717948718,0.0035863783072862723,1.0
1.0,0.0,0.6666666666666666,0.6764705882352942,0.43478260869565216,0.28710557070510323,0.5434481729242711,0.5099592838517792,0.9,0.5788801362571853,0.29079502297572335,0.7874015748031497,0.15151515151515152,0.019106317411402157,0.6102564102564103,0.004628693758852514,0.0
0.0,1.0,0.8333333333333334,0.7941176470588235,0.8184143222506394,0.17257499026100506,0.1796748850021032,0.10273462259790864,0.3,0.6946987438790717,0.12015219231065136,0.7480314960629921,0.06060606060606061,0.009645608628659477,0.3333333333333333,0.00439608246185996,0.0
0.0,1.0,0.16666666666666666,0.20588235294117646,0.6163682864450127,0.9610440202571094,0.5057397180346556,0.26094113429736315,0.7,0.7000212901852246,0.1438063464753072,0.5196850393700787,0.18181818181818182,0.012326656394453005,0.5897435897435898,0.002860700055545705,0.0
0.0,1.0,0.8333333333333334,0.8529411764705882,0.257459505541347,0.14296844565640826,0.14799788322455462,0.25381494994777426,1.0,0.09985096870342772,0.4522825349531743,0.2283464566929134,0.06060606060606061,0.012634822804314329,0.28205128205128205,0.00704926399980266,0.0
1.0,0.0,0.3333333333333333,0.4117647058823529,0.5524296675191815,0.5149980522010128,0.8439488717315494,0.03256055745893877,1.0,0.3740685543964232,0.02110129601264539,0.7874015748031497,0.12121212121212122,0.011073141756548537,0.8717948717948718,0.0013517381430208223,0.0
0.0,1.0,0.6666666666666666,0.6470588235294118,0.00937766410912191,0.3412543825477211,0.31113885232777455,0.05091063667310131,0.2,0.18586331701085795,0.019653510704518908,0.6456692913385826,0.15151515151515152,0.012480739599383667,0.5128205128205128,0.0034845287280946095,0.0
1.0,0.0,0.8333333333333334,0.7941176470588235,0.48763853367433935,0.1819244253992988,0.48684478336974374,0.04078070072429282,0.2,0.36491377474984027,0.02122019625534177,0.7874015748031497,0.06060606060606061,0.007395993836671803,0.5692307692307692,0.0015239243286551889,0.0
1.0,0.0,0.8333333333333334,0.8235294117647058,0.7612958226768969,0.14998052201012854,0.41159748700761234,0.23147291644777188,0.5,0.5656802214179263,0.19616441805325333,0.7874015748031497,0.12121212121212122,0.009244992295839754,0.48717948717948717,0.0025933449101676015,0.0
1.0,0.0,0.5,0.5294117647058824,0.5899403239556693,0.46552395792754186,0.82883292399962,0.17410908961054924,0.2,0.44070683414945705,0.13986865020248013,0.5748031496062992,0.21212121212121213,0.010015408320493066,0.8717948717948718,0.0011419884066864669,0.0
1.0,0.0,0.5,0.5,0.36658141517476556,0.5340864822750293,0.2004627054018481,0.042020932866083084,0.05,0.4490100063870555,0.023535253921959477,0.33070866141732286,0.2727272727272727,0.010015408320493066,0.20256410256410257,0.00786234406739449,0.0
1.0,0.0,0.6666666666666666,0.6470588235294118,0.8439897698209718,0.30619400077911957,0.29989687504240337,0.03216774860782912,1.0,0.4475196934213327,0.02742399127132336,0.7874015748031497,0.3333333333333333,0.01386748844375963,0.3333333333333333,0.006489091314248531,0.0
0.0,1.0,0.6666666666666666,0.6470588235294118,0.27195225916453536,0.3408648227502922,0.23201080098240093,0.1317104559260915,0.2,0.49095167127954004,0.04634311812389405,0.4094488188976378,0.5151515151515151,0.008012326656394453,0.38461538461538464,0.0029943776282347566,0.0
0.0,1.0,0.5,0.4411764705882353,0.5379369138959932,0.6299181924425399,0.2015346621979185,0.17970455555257972,1.0,0.49563551202895456,0.06616448799457256,0.5826771653543307,0.5757575757575758,0.008936825885978428,0.28205128205128205,0.004910422836777833,0.0
1.0,0.0,0.6666666666666666,0.6764705882352942,0.8201193520886616,0.28710557070510323,0.18386094413612497,0.026669798149815373,0.0,0.6772407919948903,0.028123404463654994,0.7874015748031497,0.24242424242424243,0.004622496147919877,0.20512820512820512,0.003603353237151543,1.0
1.0,0.0,0.6666666666666666,0.5882352941176471,0.44671781756180734,0.4168289832489287,0.12218950567865722,0.01732891354702959,0.1,0.5333191398765169,0.0215768969834309,0.5275590551181102,0.12121212121212122,0.0021571648690292757,0.1282051282051282,0.0031280552009238082,0.0
1.0,0.0,1.0,0.8823529411764706,0.6104006820119352,0.10011686793922865,0.2974205191527471,0.029595262670317316,0.0,0.5003193527783691,0.03000482595102709,0.7874015748031497,0.0,0.004622496147919877,0.358974358974359,0.001702161092240594,0.0
0.0,1.0,0.6666666666666666,0.5882352941176471,0.7365728900255755,0.38917023763147646,0.5478174145487605,0.25298950197743547,1.0,0.30764317649563544,0.28975989145107256,0.6692913385826772,0.06060606060606061,0.023728813559322035,0.8717948717948718,0.0038613721711037536,0.0
1.0,0.0,0.8333333333333334,0.7941176470588235,0.12190963341858484,0.1986754966887417,0.03850224568164241,0.03942372469318676,0.5,0.17181179476261438,0.02864796435790372,0.6535433070866141,0.3333333333333333,0.007704160246533128,0.04358974358974359,0.02261527468626109,0.0
0.0,1.0,0.3333333333333333,0.38235294117647056,0.5711849957374254,0.7273081417997662,0.6620147360136777,0.09452821390776821,1.0,0.5367255695124548,0.0809081180889234,0.5196850393700787,0.18181818181818182,0.01510015408320493,0.8717948717948718,0.002150299240683893,1.0
0.0,1.0,0.6666666666666666,0.5882352941176471,0.4040920716112532,0.3767043241137515,0.4308655711901435,0.1411021584571677,0.9,0.7643176495635512,0.04634311812389405,0.7874015748031497,0.15151515151515152,0.01510015408320493,0.6923076923076923,0.002975280832136324,0.0
1.0,0.0,0.6666666666666666,0.6470588235294118,0.35805626598465473,0.31203739774055317,0.24890429732553562,0.06306642246591937,0.5,0.34660421545667436,0.037684382802828424,0.7874015748031497,0.30303030303030304,0.009244992295839754,0.27564102564102566,0.005221389105160874,0.0
1.0,0.0,0.8333333333333334,0.8235294117647058,0.18158567774936063,0.14998052201012854,0.5197430017504105,0.04533989296645536,0.1,0.4588034915903768,0.021807703336900342,0.7874015748031497,0.2727272727272727,0.00847457627118644,0.6153846153846154,0.0016308663868064301,0.0
1.0,0.0,0.6666666666666666,0.7058823529411765,0.5447570332480819,0.29100116867939224,0.16136342049201463,0.21823072575555616,1.0,0.5705769640195869,0.12455849542234065,0.5275590551181102,0.18181818181818182,0.012634822804314329,0.1794871794871795,0.011148709562266908,0.0
1.0,0.0,0.5,0.4411764705882353,0.6572890025575447,0.6283599532528243,0.2876440017911177,0.010712968666626837,1.0,0.39024909516712786,0.015512984605915638,0.5826771653543307,0.15151515151515152,0.003852080123266564,0.28205128205128205,0.0019695162376186974,0.0
1.0,0.0,0.6666666666666666,0.7058823529411765,0.21483375959079284,0.271523178807947,0.3863454414698021,0.03186421449560803,0.2,0.3025335320417287,0.012442560691579764,0.7874015748031497,0.06060606060606061,0.006359013867488444,0.4358974358974359,0.0018964391645486759,1.0
1.0,0.0,0.8333333333333334,0.7941176470588235,0.7766410912190963,0.1819244253992988,0.35114048061657877,0.029646767327368408,0.8,0.552267404726421,0.029857949180637444,0.7874015748031497,0.030303030303030304,0.004122958397534669,0.41025641025641024,0.0011627118004761165,0.0
0.0,1.0,0.8333333333333334,0.7352941176470589,0.15174765558397274,0.2598363848850799,0.12991709296172166,0.17758805751216025,1.0,0.083670427932723,0.11450093371661177,0.13385826771653545,0.24242424242424243,0.006779661016949152,0.23076923076923078,0.004625244015041187,0.0
1.0,0.0,0.8333333333333334,0.7647058823529411,0.03410059676044331,0.22088040514218935,0.11228408212003203,0.23443340413506855,0.9,0.4500745156482861,0.2777509669387384,0.7874015748031497,0.18181818181818182,0.01386748844375963,0.1282051282051282,0.016674049233414413,0.0
1.0,0.0,0.6666666666666666,0.6470588235294118,0.5703324808184144,0.31203739774055317,0.34651342659809764,0.2253136461932221,0.6,0.5190547157760271,0.09570070710673745,0.7874015748031497,0.24242424242424243,0.01694915254237288,0.38461538461538464,0.006871027236217254,0.0
1.0,0.0,1.0,0.9705882352941176,0.33589087809036655,0.029606544604596798,0.04102609332808663,0.028230732622843757,0.05,0.48158398978071104,0.02954321324408821,0.6141732283464567,0.18181818181818182,0.003852080123266564,0.05128205128205128,0.011326946325852344,0.0
0.0,1.0,0.3333333333333333,0.4117647058823529,0.824381926683717,0.678613167121153,0.5307475202518421,0.3001567801760635,0.1,0.3983393655524803,0.16038943326549027,0.7480314960629921,0.030303030303030304,0.01078582434514638,0.717948717948718,0.001800498616977362,0.0
0.0,1.0,0.8333333333333334,0.7941176470588235,0.5490196078431373,0.1819244253992988,0.33932860224975236,0.2571201754729329,0.7,0.4502874175005322,0.2701903103296334,0.7874015748031497,0.09090909090909091,0.01386748844375963,0.6153846153846154,0.0031280552009238082,0.0
1.0,0.0,0.16666666666666666,0.17647058823529413,0.29752770673486784,0.7662641215426568,0.16715741482014196,0.07518375144813927,0.7,0.7389823291462635,0.08152360169817523,0.7874015748031497,0.24242424242424243,0.002003081664098613,0.15320512820512822,0.002376777659789636,1.0
1.0,0.0,0.6666666666666666,0.6176470588235294,0.22421142369991476,0.37904168289832496,0.14377790140711294,0.0766224482017664,1.0,0.2669789227166276,0.03829986641208027,0.2440944881889764,0.15151515151515152,0.011248073959938367,0.15384615384615385,0.011530645484235675,0.0
1.0,0.0,0.8333333333333334,0.8529411764705882,0.18414322250639387,0.16049863654070898,0.013772609468499399,0.015180139254858092,0.1,0.18011496700021287,0.006406624841757766,0.28346456692913385,0.21212121212121213,0.004930662557781202,0.015384615384615385,0.026922663139575,0.0
1.0,0.0,0.8333333333333334,0.7647058823529411,0.2566069906223359,0.2115309700038956,0.31100316159409475,0.15396458814472672,0.05,0.4894613583138172,0.1127663889996293,0.48031496062992124,0.12121212121212122,0.016640986132511557,0.358974358974359,0.0072631481161051425,0.0
0.0,1.0,0.3333333333333333,0.35294117647058826,0.8073316283034954,0.7565251266069342,0.24052539452080818,0.01568007779263401,0.1,0.46880987864594414,0.013883351867782931,0.4409448818897638,0.030303030303030304,0.0035439137134052386,0.3128205128205128,0.0015239243286551889,1.0
0.0,1.0,0.8333333333333334,0.8529411764705882,0.35294117647058826,0.11920529801324506,0.2149951829789544,0.0634633516895931,1.0,0.1762827336597828,0.055239653930352434,0.48031496062992124,0.18181818181818182,0.009244992295839754,0.41025641025641024,0.0032538693869840927,0.0
1.0,0.0,0.6666666666666666,0.6764705882352942,0.8107416879795396,0.28710557070510323,0.6344830861500469,0.028911280824678833,1.0,0.41175218224398547,0.09818362393951474,0.7874015748031497,0.0,0.007704160246533128,0.7128205128205128,0.00107833241969168,0.0
1.0,0.0,1.0,1.0,0.29070758738277924,0.0,0.5669498079976119,0.3491177938975909,0.8,0.2542048115818607,0.21558712240430278,0.7874015748031497,0.15151515151515152,0.029275808936825885,0.7121794871794872,0.006283356934039496,0.0
0.0,1.0,0.3333333333333333,0.29411764705882354,0.6641091219096334,0.6104402025710947,0.3460452935669024,0.11198554573304519,0.6,0.3936555248030657,0.11612357232282115,0.7874015748031497,0.15151515151515152,0.00847457627118644,0.48717948717948717,0.0023259897647894983,0.0
1.0,0.0,1.0,0.8823529411764706,0.6248934356351236,0.10011686793922865,0.48845271856384936,0.2785330649597337,0.4,0.4581647860336384,0.39302125516691494,0.7874015748031497,0.06060606060606061,0.01078582434514638,0.5897435897435898,0.0024151081465821965,0.0
0.0,1.0,0.5,0.4411764705882353,0.19693094629156013,0.48850798597584727,0.3569209058713381,0.12004087409583575,1.0,0.3387268469235682,0.07939039146156375,0.7874015748031497,0.24242424242424243,0.00662557781201849,0.5384615384615384,0.001426704275790425,0.0
0.0,1.0,0.6666666666666666,0.6470588235294118,0.4697357203751066,0.30619400077911957,0.13402852219221953,0.23040986032623736,0.0,0.12880562060889927,0.4291319582869972,0.7874015748031497,0.12121212121212122,0.007704160246533128,0.23076923076923078,0.005266896363948634,0.0
0.0,1.0,0.5,0.47058823529411764,0.31287297527706737,0.5325282430853135,0.4189247866263214,0.07342091871947061,0.2,0.49840323610815407,0.0530434965064311,0.4566929133858268,0.15151515151515152,0.010015408320493066,0.6153846153846154,0.002058634619411395,0.0
1.0,0.0,0.5,0.4411764705882353,0.2020460358056266,0.48850798597584727,0.22383543427819313,0.2518234365417988,1.0,0.34660421545667436,0.09287507780971764,0.7874015748031497,0.5454545454545454,0.014822804314329738,0.23076923076923078,0.010207619450535983,0.0
